n,subjectCN_count,count
762164024644987556188741888274601048094566983740161985856050349647363821728050513703496724229853921806035749869847894090703204878065511289925533244274386279866311195527359554002796039697912596250691587985131119069825639843477026301925744005348724294779354330381605225875875729925189045329558663407193967466750802652636171713329387261205870696799620287635926829564938850893267397048471041428518879386678187387646642441794408344945483338569183393636142754507506384322519016702167529287316738746507864312387896837785105109510214111534371636957500924944198750980228121710406896213680325534608530546664284646027843699043808334983670488882532322757758018747028307500470681428697745590735053851927329661554633796409204842787090309213917923374660832312552400778586578227518612454177119630056541789290629851010161975453062255119558223351533653117683308730674173556305968450698701699226896411582819042526258430314105261652198532699606273508092452996836990790378006363579639388224453267923701808284233817513070949390196727727521963134267116112479293260452854086658710646236247599138261441587202303231755110256340736427519233749950594186462637809714637700609687620570251989531145294098753148008847774240932747722940288814510684104134790051199621,1,1
914297305321510604309758714312047073298759944932647813125025252735392959278963143574268215472691836014032384532259927898909959908960858491679803079742871166218142736980952680594069156588173910304938672618689902998202659285583388511463521184602720495173823898880915817238620153556130088758556250284962174452478697895820267063335463133661007283850623106325852756843247315796615364336554863887543171630149673847693296860461416776887303464552983598365166623049466256288390712679082261523683328758782966660956626177944031036508278897272348386161524114677896232336390205632836834745238265749155876814239212502339207731757735339406496682658598033232451443436305683855615386003633040608774539503453124939638434129225664329660558591817107429227180833591593802710785530701624255156743370357074183929616926177931714733327184634381066195057746280937186595559006125184867983222965572662869400158333898529543808035289486160304479723794043928407517110441386189966352834878113478044704902087613764703746894189104086327071956097891222968428554264697151675455810156962260909089248252977052218508404206911240691467116081528067952977959936353339893368817476905180505353599088455998151190552276400010371357638241495123121129594876927978094907830089218651,1,1
762164359216104632416284483780114096960960310948714274862827536251572954310546640433091399795705236290846585470444857676795498115014310069918633311529584817334982736199041721147930300410691795001356087511844316703142893360442238990046678385581974159197930149101755248491064185677901042768990340347651622551300733090038923790179521087353560122729209682650507953892278198145590895475851516902296052793113803371014995791515671188507224637347390706446327843492589442948152926558930270278018477134998913067035274764797508708224340179096002456924832999928506024967130215708278068394490074217374300762785612115981100234617557665434282126060243654800229980638591207172779456657683570499512207228172760425081440849578248425071511351049380628845250069952539564362714217285157316639496793205255698520788404671065590696817137799264533450073774991350707946940539226503020778409765910690482525265212941910027326921070654757318441603037558375491305431422587858052310806946343492549275529036572167831393655417256035421269837556708353887239566007061114609774181909253151401661565464842078244621322396926494000061453177903783721769427662309866522552379176592407875845332653045734472896363164152529272997445260139730700111582737096811424001446994499367,1,1
914298581771667333702883884961556015948440527084531352922599349869756715516555819779082177759731629590428586578589503263983094515533755508339490205766333195739393817321605405202684948801828833282905855680131292056245212042263649926420916615129115218767705857620417780099259877326731888580839166595094351548480455787431409544075494088038464723677730200675070198648717183523292806788235021785942861402306858059785544122463707189032103696755366083081168110176149939827590673367182201966004197098713878297760540428028552457272435364536957548987277332048584244426628351259033488133784457117523832468247563489417504375393140902144487622195189804461287493642927764114164189274163568055354340485554188835859814116713438648727604158375268785055911636431319451813347864391157572357923825719032001209503292652460303091191676030748222658135341339560842634103133761840741421285935910125289771827770779716340915484112302110608743001258294640680309455269629462649095112685946328855635105049600483615690877233917670349323357599193146168544392500256104826820820893891676243432076747925248402383492662581818778360749121197710964918779409634992250745679436138029561865152449028851952152449308510752762381765478491901521827991764581100708143782656652181,1,1
762165392083203892141609807903612964033121043587178663103926711436400983547110340650909885682750249756768995353422848223839265176413052530855763989728841082523242224458019927291295051481988293536990832494478840709836380380478848417409975622187838411636739524266948565398692013784654792253474592023709196973904129838178044247567398118969091662957070343361476226267390191194079869034161569147617293107594058851239491360439941490988865903907875508078519254484173943596547127970955020149631858863733814780474756764723005696874637958144330002723924324749335820438195389564882625055049166302696017484924441252749138932111370585685047506774200319137405215117491650135634669673198652079815395573484266531585347300322577447842264272386740061221251914189291402097946277740299900812163698239213089002343654804310314471227909120761426648602701953557467335527992150259716220838285506409669825909978480659770174963718554832887384971315758930057342112153394804292761883455933548393309162698750500096573225586310240478760010737796610165414661158858618545300358492611645086456315049769789504246937263524014887932401098276802968388263939477515978831855906600401864799755838595026673671368742018501533744589584006435990556093959294927714637655475546711,1,1
914303343302703510830150888457839386852241893700777682815622745928631138977789060486690773502621384378935225481718984587899758632323130281671146825765953173659032325235776048476279805825520688029715398994769792368533379172918574682180810142788133175929110844045956294102251099790264091081299866842443027684628683347563106981793782094251577430043414798529123773500745776744594324041469595264902849206069445889064891475428681923412138982330909499077952485927098618180721181749989105974425820298141755088874233508009961909546703214874005972575619751134146124486406156599145704282923119126020379253653517283080834635971636753109368590286592869772808722725279711705044273377818004082561466253327739566891214295285472760926416652802423166034648024564494979137948870923266464819902650143153363827171620151992138577718696111507592758217724514193728188114140711025822217209105530649847781880124772686077697910794262049167372070668647755839388727273814469849224897546939705830606000005826271294973782224333591491839164798760520218897963619643406401551191899281434650615064993358879598854918504190867598667995921674852478818125703888594388898131928576319853054341697251362798957276791838809566710581500407711541438604682173040794650821626062099,1,1
762165665739275395137841102067002273688755985253838194225924832668227812711630069400013656699528242720619112656549069764684336554755796512555579389706840748909321566285047649095277850491260691656506025487363138345837363444249024251808699891408252204897658543698269201361113007412174865949138251654272284956197251641278055769942948184946065526171038652822339985379874385553906878847999097762927896647877462617273371100727843505487144241569288548394842849912741516011821825060402653721871823869481240381320072419419129682299905315055077866978580246684717230625354071240507559731297420949111862058828683490258589350306171201135574226002742046225066681227738949474982928805101017183051139621342217076197197706309755181244267707668909009151520170172553699151625271171769789885303000370845180233286384837085292288426441951406244422122933799537299314043738898943873712048963088786633926676865163360899144059653606368553518479310388111970099482870542718812971966773922019546253141967178495261757235334954707184432448866514115846541522317546324237551675686275642752100516368641379739260026330949645623591732089814658136689401684405541709039576121876388190578262241422175566797420788989217308314107234363262911317188104847266452786170153976323,1,1
914305776553862288149285453329596447233830278727245392645957842610621055013885856336579869696656864271544305677781096845251101850646176800604520044081394743303187061811632064230233962342159333661226351266568515637706782156618669990289820545831039112940461537756425852469948912011163308092874058529760721905392740795085964749611262944842920015426430270769699196352899626888361809969211022515259773342821934431139593291724083004753394800623042429755224268739486735866994019560349195264472373542626573408223244853293428828376594307151330594606386589304005461880285256692823959995211040849463332640034178971385085382546021196788780208093067471750139738525421234900405589482003100190010561534214321475396328679758790832813705500784835822598192431663300560369178168348707425091306484676665744012712177850821432255667690528050755396564283821871407186574780336798609416381687487907137947386270193111131002408050470524291879005679634202531611114830846038277095325618661091954450796194454973490677416971922593647222441313285004647149110651983623257184902981924426910516673922146768479186842981702410247886702505653572158916710587026538057873395127167121519950181954119141638792346462077728548129115410779719583681335395253801992579577878061081,1,1
762166872360052777859078748910561576302222771520412291973532412263854325191034293887782428078955471373957886655393685994545437439512494605519718078619396084281814676969826760390316277959628936182948941842721386119643387306228708544540722610017154151689013016815355393123376355702764521275437431394514612220276112964739073566875667094580294296038870835506617914632622509611857014220200579198543285957986687871167706017296044738969337229437574373615119693137275967333947924702456009732517298030150914387100830727723443821519183960931068615359309957066911447993699403603861682200278271073012922457882562739567220602368568737506553969660857168810368356408717421107544229109642325157735739049296652344781593097891858646521920477904750707988508710692807074189175020055003629486460820953296595930926607753653358429433805428142370499397691753744489663045917558563783432996335395614405807393016880192421671078200785805160735805620326280103473073317094049213938696528707002151546171444466573001993294683851350535643728430249965305780102961230767260514201300784319705036701445180610759357767217250645611078049642569019171141276690494473319425724357763087757931471927643797435709574246972618863920826774362454468700225860717419988121350641568671,1,1
914306180503511180000303626284865738513413654148042901568648104748633825414815987522787360345825212485007220102217317949285264410873651509084848326209312038049500519004396279696889698287078231145559774280009207675478652518621566938540699865502076752831804045005541504146010938470020501072301440243731763822574068094175715029667063716382261679148813264156366548434834402703164080528661918128302127673065922372992961659481266546331870247006360895405244278092293893466004007259684017018707793128792801134314193389195240243046935575064281142177629272267815537644324781233303130244988368575267075709198554767538802994892652147174368234542989163029505441013676391528348348297799621808285496438763555397131823664235283014474541615062810405202060072595400082355404513026091855254397953005044822357336406308398345726150604850247908768057393975747511046728939676785984577369073931864597428762527118322364935690790372285551042004990742002165691992380040266417734984728418553156496734514599816648626775067514417758794295109132669224952845802748433513728948374173221321884547279064838101420343911067962143039177775974933968931659214324678015156510942893280091574027226474557560165475249892001984308575618198770587603692796721374428960867233985037,1,1
762169959888193210754874721245226574319994901744561512707808601130741015865018948672942683884721969553858729090748019793083612336728658660029869674963306874072558108759349152788064615247786063625069809341988553700168354696290154444382657916871203124126425599023838318218358751798747318036151664882356723166556858353957842440792597751439210769266758975543031823645812304366902834707866771341645651227131778599408293158365234298510158007509356448923651017254781284677681808364519657481897944099735671536497038407404484472395134505584086996580011723928417771165241432464876103053170047345621491011387240016302595105923300183837560254102833301176349725435054192531895150497411321115206848087565602866020543927089706217421586964884371268268879402507801464181874845922827913995225741417716402315441977839479381640006744068917217731755162458845190894727824796278945548929721112475358628869703379281861492032788405501418809089664768878812940525524123968228789504690712214736603123998105929348646817772600149726285596138639787859151980288982924836417763643691104810338475324392937211458238784201932444455305133253666461705376951038388458240821908925617259783111577630374701530413018375954511815836037355935747366884940600529248412486028338303,1,1
914306925938903502635922537426994792734172962250157935163880178846079436434892269389386152558147781636397370455928949912834856681749534231593555205875023869004826191305131554769834586654208603868677122949326347949024149416764707368710506230629518252079583327482704071302082061681781352886841312305284267516588116265352706034433229194388866143244913964931181117298880839183558280493552984040436279220703181153017413211670617017976671706120744816916774164645974020691208183048108679086437515758418699877577725759125970495238458821172629369803400317281638221149999694661101352729486375512375062777960988604714949902299256779345608085632323180810762836952759064020671262866899430763970114043440252189629649272183905257779239659906959994064000755951738647486449216349976811300061693272843291479467883138663809458877444044690924576253681313781833767509563535680308200540854103768904381635328740175406263180743683718354858240099734950343868916227984352826200709243665873427110172711620636030636615217600413682766032692360504560409140902851583152174657165295530297557291093529625856087781377049056102876890986165935897309983481304500378631725492574232209791028152790068482888494016919752125607764726285540939909031208601027222797420602138943,1,1
762170088229100943982739569802161592848548719030227856723677801468513357015633234208079424858866939304486799061430149149264808108663028491861983711093121203907560233251772478005861556818238570588235739048179694096140989906634854704362880395470452130707188241282711354606848415668171530974129799311244051725530341973104636355058806723340565436636705741308405527127589660560296016450692618204594056980143251673515191353755658444342268525473940546393634971389804862780592698801032061163093726896645542463828219524249563144987111448148590883627989876638412155874727910035847266049266460656495628884082013072303682758032788114592192116280619464706095832630484098652700351980109057080738013324490936655510676582672365958389978548971863626512432279015861572742399981220015390295861425982194226754587597758703691165768550490790187039378360229250023929517451288423270149873916104573146032290083610840445600657566528330027498642580489937364313368888986303572993349893193365350393801343527222263617262003679692670426518475402436994130098826215525907322057430647410587758433000454138237400378024812451319177506950631906176149581424613010734408913823561940253700456032533810081719112498711233988374909644508534451688104623879320886203944545690729,1,1
914308208289453926160321391182102404871145559171816264120978875977542684774613498021932999290187385026591074441255495896487664081566855561031206730894787465788629845608605489977461696165443080777657552698366589272205082911635288764379724793053260165543433187992570750519781006967684042233515134218470801156244364887516802144120617801446517914543368814338497108772324896778578384540798210696848040284900546391689566658480698639816003170959376864118486915697353000727938917581307804439466189368543064225365098958903301181269490996932174828832004453985481820516183150972399911219943721744046887159796277690115243479184447693554572613851341094309484784398476497163285370844548281003679422626709709019764531435640166543585868170723838556869816466684877678170005279986777251611004449959002009188821642312594782442897932070509597103313356794991386642190999086002752739967179333215331307194226448682939044778597466928196765767628911433634818309426476343864943303731825043786703241988547661127314327946513003097313719490307406707213044076470832043237823432082892582493324363681136043481584391613244485238466978223058516633750330331817403302742905246719782277487760516115076241899678364902995228767717266127850204808016041748575261228599228911,1,1
762171370492187386685138362930127523550867823694629012236361519108646038203039822254464814843721641339040948248482278234326555782856671587651781557181839096774541048288831869853187680953186636164293087749302782811373736907382998281274498470390725772930042593418203235276493175756080262646008873563769729418759449347205826529044742966745701500499190729672712804325065792315872502395757825220626954700889319613981434302069380441050776843568243204654732573022999425255820697711518940349576579886739444601659163208111497458938998909742161408058644335864311565354779713853703890916660415625907571271533702417611215447458734450887583641716893256110460057724967004584192937575745691501733892178905363232240507413577152518545547559097949696564365452193946456224691941661400551712712337906267921760963757728258430713458369943861726807932429407907031283026375692304618090132724238756722603558194295604677708380807965330535743861642495408867721882690907106478315938546236682254361908510380937671433356482808587625574885471301011428625433391324905379304992587747683538865513493006124782082617483296831945215701736051359795939349069814358687681336199738543124555087405929617443786550584175091528480518884957107856262379293247475756155342020534283,1,1
914313561139373155844400884012080111166827686837098645853861227755579963312720292128891879126395802051724691058110851930914989136988995898719691313511575748613842994079385212445515289409207568579165007872693424779846328464726226046059327478124725126737754263176471288665447223136938163400165507977901752360686831092762992586811337651303352803728944169525280713601412135589596452856708374430679976568600750328739301330738276468849247849987299992600267748472982851707937680104493423649070761789851902521436343696338596679105944862163995092537764440763255826408727040598024829286089755664079344269364962256225251911304937609426407509225455955056022834562761412044214815191153032934216379210688046214293881463546046606073113047462148939602490115531614256519950380674810434949884693414579694544298393967795078293739571783496188275004136216235807646687980912711366483108152424962425764350432088249267645762218694748622514418197111653118524188673729068179844485549242422200600486715403330553659584326739353089037937548274308241774105987694736187860541018879487270128126089769659247728989527137738003019614349589296961028626046436883703285136756273772589992420706198844564482673844452906689310372664079443644307992522383584067302909718577177,1,1
762171631174351243472931139686582306309382319240939206691926073599177029155828936637796374021936546724504956298823975756317442355880270963532388721886116133809665931685834660213996764684243185307440115614929264183201479908991720424894458836580223755087788111160454757557941411623559319424562526940608578407288981524638404294038797493094272162401875939055163179116537215146621686590859918007601342080083588692681633241011820744891230364636785511205278191235568349813662068694940945293931402459372953587879822102309564972834637687680822444081767089430307139938348888955360236219782496096457217575466353333615360687351431216109763732794455341675290462515806635045400002960454780502529664182528549617573675389125209734484970312627054796060249052236577923586858339474809851160160998356232597397967706449907794422535276296222845831154344006535208810426317637771913671754064198017193626167290970295751809340353384416477140296798913077614485063745906934450476888560949285950332192668178399314580435974593598526689263700454125965408277020063323907391179053156155995720933902071860126631750092409702304325669844927475144785291721938658769958166210178113858575024746721062569160669758340013928652680087496522746293067503019492849223919831308991,1,1
914318422614314464130016291669699281994611734123406571186502165791118798764488295500488003343163363732888398461721346625490144247688310577429141894777592835642426479794281005104764351401119923630797060400485493518618123117851478545745169640668873047022694434437530949804371309494703154984871903122576983224550678258829966145640072804843586050051137162878346754016517961338939719392726015439283701226698789718532095087550367463521268472633181976312773593797525127732803435572006078062996473873401386934741561513817198362065090606426193311757307714559619425369700683827092785705036899724858831443857782825532939098828009688117628593460663772757293458521774833586655419266677482343651864706843030115624675944516859024556531425847354750094800594742947445475635772932298472569350883707776430105112115692873419273550992545142713566487158615219321172134146916012557757904911501886300687731485985776071320077006775330979363530894093525333593206099690217273414941042465937668229391438931459676533000758544788162313674586201412601860775183826133676922072552072261786775228641435056493536147470764420853638264068752700845983040209196751111883334453660373144978408040553151270211313208795104512534924188526744246482505634018414799636842219564283,1,1
762174791320975562616656584550857805938508114363416494057793841950862970207463851932481794346270752472982968177973594689765087526124316415215693067894480690573657371100568422721669574447731316900361095914207543874241909666669038532950041833485050611453754988446186776599398062325055666606497456167080424618276225650021317118042670301035460583164269196065479200157897107900628376821441203489402337490307118987354106379120089883269882109413482076111111158078166649335097940954890259908215501890149473837767812879082783454351690394097878854717863097493082513979224304005227313477788036458288904530950108092280871143519995414887966264081535316088945337649203247453638147520425924358392583291383752971890737146459344476231098806973352551983442131348440124050273752536482242812282550207535814608120647666661578014897581019461022938938716424510011255164853074180069372937895884391079192361020256887601718234301934406775298327849707640341354197166983195958843531121672394802568594398955055072535225419548527034869889156510717369085543708786765568910089458915921312237003500740239967621265008064417962489731551242282186832073590522539709696791091263668061837280617842197479702386999793563114655813880372994084695200311304181600982591948881893,1,1
914320862482212427445189128954835029764368311913096463405463100764867945510056084343264098791060890938735088137841363500893630549469359986815713096783049038630794248902598244686636249846131244144550425612279122644130013428454312994442297205596228526450946643629840808650418511061526380943489120692557220404845230614028625092846622483464527618442818615427209204693885871647833536385607262615734207208770348755116671874691894180156729666996506433750287795486018312497694259543111662113253492491099717805024041988038515113533147689840263297493106869165524905738176215779122899456013490636718173573860879118784150312468201326511594638596801263349582341612156433191245432061653974588756700953554129181179575393107066155940961257166605986417364955153021617555139726712695958310136303728010580006529524273598897556705233594545279614376068821066114110454241561295579531432307677517939332103039242611712255247605169778460848057837917061619140809900980144504696769731014271133771343356618184484528254540333678794435649162820957070411111831423537235851114935423276747758366086888318406123920135162926906741764109178276873058261552177317026863871306577430189000782798607963577572927337350339739487631839141604505097729775308536831210883877039763,1,1
762175428274034806273247027122304967241362263504707551963021113745145946656342391552061807349717281824476129572261928335360390063786003075403223295234674456809354577102637971457553760719244036741703855313643922175285933425224923872975177147077031477988199774498057825901641767085865864992986345581184902938872972199380825951387613558780764331943229964167973841695780555600700375363204839812283961216792493550889358571586250910203477204436255605797986667053937306615647802840333042694589049587765172553602940681172349573736738284653918832319066998115531639973959746701374244809877262744214148714517164934928767170021824847196515973434102872837215828801402257386876632371117658991059410339070656048703520348008950807566125393099631177774173694976646962848033350521737737304317268926314164783138945690840391771751788101622404048859900914726380787821794603683689095105670322277119927595068439249774859525540878428944935376209382482169424181062093940739511464513723458821373576972407450900801837021703337309161414558048796212610865502049067289171557050713020205057031408681339301363522416615540195253022424917834816625846554684086035752588886755004510268192458036236656717214422066186708979152218670030289893919800303054944134534191418149,1,1
914321342347297779346234950508954898811533960174182754807325140583845182624666652055384049912460341349636076142131616754927559691551806766744671784155459537892220221446920446398137779612435855768579341819135807757542288312244830336546542281315397177693056824936937833481147650909344295480083642916267586746933618525856467759730900323686943652472845617834408745642790435792701860386913585656385196340573368720393150704989966769162012055984396048002850059238667396069784652939182023944333800326155955603828742499938130811275468220478639469461867679897228112916332881882067631285278441054849163606945210459446944969662968857760125415024550413888602765133333512292757474520539077096442192475354705759298818847454938123107786276790091710862146272486967731184673259969436732502147710266570965075951612140487195259517410719718729455640870929440261781888872468117482389558918985638935020487429049657706375115084684003468128272313216867013484827974348271743197310382634238549399717313002128774343734401950518720614408801181593451843028769149178688088692238185640356355709817534139191451131117769564924681256898606512885829983172443368785170491060386135272582807680793666897727521596880026205289820423498823356213948001317701446292390399922289,1,1
762180186260078137310927343123831130423285710036951218395392847835118001192074657673064456675114335583606959313811748439217762484776714193420586332270804799023215950531024812288637956989935311687560921068607893658568689512428908312744819131101594007826478997801219041543845578915606189637180684007159240549379207011588476765024569358861686812224117900062917475601820020993301801629763491058902035329623272127606816840714346353396223370801198524025769930897973828752421897172003481461289190680741359365230571193476054247987428743540904177771977351368525854018171802482083674064410312158991918128368199107467570109720873693984210701449934703824943112181748751031684216931437231443570627860941715250622446525954573086205008245719324639418889663195093267717145821866439759232086853007321061759533585958708330927327790626131763982817331356225158092760107403556210513617629507632619070263280671220375306302689487389439957763252104808351033758378911622544225556348990052597194914203892800929317728853777204219878028881328720359997431331850271362789170333727471192094321748715675911476383365088461897184853787380253692452625967026682921033570354282949482279386969919852045350351887408893675328624347821536082255032250729687088607462603366179,1,1
914322898888699697358726964499718059382971404248159344453780118695758562614479603031499016668812089796235409486091909993435707663571696169398499564557165203030557255745685371327715988621747163981436156678969960033337436775664443103183219770048676088226885389866286053679431404684867879379000053114184427265467414441310090885382856202866731538877491757094125635545816737262809916735350056002957433619877431844108106361315582692136635798725093015602376873313267143885955987237264957103748478368135217503870655707744116335536094593167964457180929699905335889806206946640999169064661401526786581782579519611303328668125452616944014458429589418657733305150930420282028437362500214608112743960505731881252869184992062741751426335810702542823369314807593155441466887240216212835549208485273392984784467004799487877685844010685492602269507391662260059681668822682702815721180529399960706997401521013676017545998516199979141412401569524909577076690489683642928653385325192328218437593650373675464131901065128298582837163186711418017844584197199691925017639905044184261826128561365202921750645442964970488276509138279823633955504395718115730261813262475705002058129739123936778245801663002267032737280612770956136099802484009903977665133393223,1,1
762180712585453153226757923712090753129828436403668740401700979649426294641271346122765113026884021048842016651140528395438090294489671368057123373296588810131424166672963931811942463284173554101970012080769910629922141758544312086171379383324951490684190392016210833917476116294203656270972538959963612530481266727394531930276374973468296176993739524121610608740350730710455002446718924120167030995706403664706731158561506757702875519864193655429643541726295493468443086913374020463304809031913497010943235888149989109935555679136796910050043489062232253198950160961936530074330934868459714006321958577984039039627802264253991231351395504413102813822524135329136200664885047172179313964268507652681286482159100916567316636400069686616507566681298531572753699388919997733546817196915193985713732514213104452939657289732823254583750116780408909468103181610916212820754392931487480650781790794175450634269881840639833545396951207999579302556195268746395061085602655015822359532261445358315730073899723720827806751371881827244316965343623048234144134145477692781290548271275954977726014301235623006938549555250249488296995547760580987877512246721337850131363592853467300559541686190436699541104948451207193084897338199265552313342986081,1,1
914323477339693781708100411445614808306247917193101963389158374804400453158123063561103673011941224425754463852887009954469769921728944706978258939503408699134872203081594697076478758209828917709796678856737903426401013604084311638538231903268795629600755883688385468329838154980366678619846885481298339360888797451549984451184709930182403112618551774409616652813703027003883314729084614635785328871036325414583158448897686860066396715253716153756050029121115256219894615702329452855568214768321677314422745269182138356527750789007745420075752032023046635390558522728030794391354829974969310238587512395787333314185129850758826498267064811048985564901524483337062949660662679345775784954980351375393424306215931744268147811317441597433059915943512109979253353013368469065156113420413227538301658977068042275102172008692579144267928115595675966390687488708210654830039298085061234198115113618050162086669893705037188176751713130485141285258053496821462597837843568531759142179140757502206794896261221734961627092134283977311607797618865050416830021602764382798264192683526869295622934705803330446173529664435463465221470591798740008262514441891155881386996830669440444272076842079499092269802721285279969110622919896454945476288046569,1,1
762181967523420433461621240524363458689329787707271530153736591559249157154984028906024479835912696437961452469003088784325898930140820503372198455031972345868633115403198302503926415432465458859207406185287158457168548316159209039841148059704833531162444809106175015963598035077605975099720001109975146337542161072465309788804966741081927163045415073764652124283279142550344952240141543537186797469991825973919351346869360174707570024165180766481121877299027047827630316901498096874489349456290192773907900495704465917865652845310066622860306310886641067050772472037485547647907445930367921307583050804747176902551852738108010556566387463842936145303155998591967365179189685263572894335804544596575844283266673320447790089844800768293814475465629875322151410916051879059225661530917587505069646770473725459911548936351255342014473440189467020900764771171107827768956967790424453326369760510902285254460178154412283234351006722783662201997046855521688134603350035279065876965301071878747079904334985261414117204844944992162262054723746405710434353866022741833176929742989023270260754981410156056354079520031151678617351914992271087629802765211197231809255014241263978126732364381206275415712321462072269653666331479812407512516212489,1,1
914325548966841574856703824481937488018588860809995047295573118876380758659298574899041548724823623202046529684473730335710239470543315050331015308720909076845814203999733758823054204315085806733348144329416319268700283175366733122579493404463828137345884809769357007916322416990512018373692841389887674569065459522101797336790233672026312857572303276537317283725739082729877445950447228102668447748378729622244507343323383835751688359374265022380611558884048856323788068345976420250659568243518088064601766139091919627222313123698104141314338377352256001772056955793578077878880145219810077569465670837033923174797347454091799032518047077556817399577846662266989992980794907857398927297523923712510927912539235335318984381122665148081230373907917841079867127393100303597177909318939531804357882907909711815275964353956918740643056217570663912069031786937944535561204624815482984040172481984989724716646930140188361669439747721832231868205555438073640647622400420582086937898871807271649717919081113886804693483874856627796686483226073669307438718353990792593037077875988678231621100636083997128341528490391487545953543821178014402818617653525553989135760345272291756838105890246428004605123667261149846608353703634899683727906080107,1,1
762182335456175586274490748675312633479034469799940244123232080109266613194169245694721389758878039771423488954775757012080100051282266881817495793711719907020485101394416313844389492131434842595304778868614918710076694534364234370475115312389551672069960364372419217984245550444536556504826193940445170947516347776120717124187352909382092730409658805371797039730375760649393919008300240590151712641776067502914956893035541166297935027056574464094757687971001600394933253173735318320208799725532173689461848513516919803114006078166171141882334583986967867968236319997140379662385440110118921410175234623000370643412320287070534640471868480104515853472565822281173657808665633088074439196592273981241827776330127849408604945965612398567180545710103231613994760697984887349954968213571764363634550032421313751944277221702698408881586479895933053358406393626732896503183753234195245712721030255422298820005774026845401566807539968382807313104737910472377464868843564155281157150514308991826033275516730610644706885334755037531706663710113604386181339242700108383903447485894455933806458190006431178941030104791642169272302165355288381539182857231383648208500627040847590521369604022715917114557573711634544050281146141190653131969106987,1,1
914330451886469980975359769969360704899373833645824242815453239468289087420503513793953371798283497351636340201136486772538354822439972193582754144479065349612192528706091177417670868204318474024783248466762664350631301631487114194316571950150376234739631263033017750418636576421694939341887199129063301380148394851131299678201684929967579304298886997306909089726486167950763752619839394521965100444549420671298545531644701700983986076382402514044559558733799825209474860872946009246050158391406169209299419719598571209191012932952450063851135170479566774548025706498345324133499903544564818835124410305879558162782830642139292507281474443837533711273677763629583065876732507591550047623856731515317737946515424121758526580463159349134665597479480678159280231086117932611247533832596839000996674558076649122420839596608247135759583731207280865586841584696376399731956915400882942407675819857816078336392749045409493751179932087067092854325030970906812037608708464449544883558793796619175031204275692077876730220385049370158345242847468838871661213689505908949147897906831761825228099538835820148264356962382567025999708630159526250099478937757792817526064576501415607182021664191684219222135806363743613916015197095417366853170895463,1,1
762182353765138796889446992001606589144689928348438776920247776498364375996093677886381144095929384147154072980762438541105639735656398604221880908113004478026363777405151666972902335999647180937555410679928106558227002166857081854109452548583049632850893452133448519105956949503299240447963640414854773853752212733001497133880074216063659403686508148224861159766075055049920507339961934051419553885209014573790530789757028325614240296987188859980540488013970780816166532160903152855823534054299488210003501345625826966705345346127513710894747017572886169676306469608245209911815578907429569050717624668985756361494742979143846572651270198499985227498647505583686891744051774476504979665528594959988695927180891565741574728426072226069907397734795875600137597363080752857380758521479919898173122240256123106226473759985664915603426934479247461736398834642854834235205846047861014017888099619487343147012061323114257022463742579035520366026201815591595781119433574305938466448743420290818359581442805902404876090657732690183858618202540296301601069681350155695669918689732356348024876657899688115383708014514637427904613770565315359824975622815232404307737636867923827294385291220363713333708399017821607894979344806715109335307319083,1,1
914334441275744732738028848051526714106272676937243616717776603685026951162923044832282069125854746749825492214355704109835950368208938090873429608281226963234519782034209158152473931614101228897029041106384377712210819064699511143753849938251615340849263277919411816044766073568748287250972620123371443413716437584114761058077988430988143616422256856986605710455671757947767024709254339080264892816905963228601944258608239013353939146704497425915579870403291202955486469725100414802149569752911831856254964649447393956678245190110653855339899604348305833771542722601452469547288820626604956492216312798851215946612798788063117579904737754638273852516831583116880825031989138410048715054204052528697606684847187161749606520720997604657109209497315605918384279407266705385326715119543920394780333948967451056540940928695366821693688544536503381370187791438072195097949235318266388991048741385094927230508518545784351148053045433796379863331060518388417410707863817035586336205960505065503695923060958188953775834498522359176265066179780830244875351705698186675235036068113421618038181860451217361235803314629928133073515923693390964267675682564340335122106363729497270678668094824113436243525419452575105100015738878869313682784733373,1,1
762182496088256496974851603077045391327334513179884364461081309028552436688343395481116326009956773420532880196181389856132264355720555564262587849593522096521961215212476452006402854666431264275440037646412153977721896044877380751443192670962184115286814420552314046566896217074722466703459577819507591407991658204965307157774584554065766844691072749151423535065196816199797689600575455749438981088340501484654489417208935272531450983016082687906625767401980494865722572906804093266467836645166687609015764929056838585623780264480545540811472369492898220333965969343882677405923409984536593543188210895538987866789395070475217739410060738482102636247201943065281112824990844435304728800413003530345486463431723154670380520936329873799274139144628574929330244276261569398175195881557790698031142726916875530990659533737957150703677413701732399492502876503444096118322751040215539855714828043549882976902553382645027558855721766269611583186685709048569544149003670311674494476231647717341029277066677494840181978142708710108349703918943866724162371283216570910458026145809462613686005062936104113566186510153584881622124792883152091393638740408358844626356030639761074164040177983495727280512767813909430067816232209120424717147879963,1,1
