n,subjectCN_count,count
879801840268291909313801505987858500266977394647307375658001527437621468307083952705256997341856421251509058856703423411087561149667037590512289057505827444372586331974850586208368538840481560217982590395845858048335570667747762871818175703240588679944348162279713863321819553973208102427585112906568345740115711761227182794236773456181079871584528366619828337361216481397729659858569244833107777935213142132241122412892366433592763594028687156942627853343949300517208420335865052096726955719875913077329256145174336929518063230922555236448158436263250820162252474805844708017198501327763499449018223001066588411618135009499929525515240325922798159733983815174820658095048638782350242135684175937779591100571767193455510500634003042699838402840378023819439422246311462919721013724230628061926264170348659966010172189465689834242149522040273394905273463484931821714710081334336228420607440937641399373479707513289196705006529723744169186541584856782359068598578896797096040891274326134806399892404102100419284792602880811470334809797228886121238884019466961105425924297742860420435923061902230271701813592773528046316067524816198672337798747260665259397357228599341419918686740168218174490493069403503135213909379586585480046372247693,2,2
30236879037260309961296001674215794426578357452556282422696718083059762311600775632666628877844650581079646319114272936502462356130474525667294309451416300324469680998060924038303522400440597975274304170555789755887001271265878398322674399764044865041370633600647349931919362817275177211231767926107614739095088416955481165566235269368471562586951169292399328261974870746470788808617843497561265119956638523069753713776216259623980987130740044865328315389064759295352910465157104077278705185760039239204863078933732790945835503180927123396821740508589781407268024218473248466300920404093564025531946858589313259853497,2,2
911361826156961091950219506861643583885461212718290098640876523457609859234044199255418138072513252475929966635455794109406213164047087815107095490861135408166144669256967628472838639500291421712174383010504396831373851676756636651822154119486288956593001211599822597718751424544698336306562375902828412508319304047461699320311490725803736435124932142927722783378497210901198969623884622325609114504676257993115199314383157921860506428375468040730762495484844619087586996608732278163233207227462969652938094155349759712535968259572724905100380515261203850438475026506347791587277829637014626403765421680211347670920508480050757558327203233219822586675634031317035909451268782656498483387100108841583873069751769294524597263267426186283281882665588780533960410235436737446259341469572984779123238658080996069007407274027054020346888869690456360160778782284678820042722367278300378246040030891743094562248854137690418550434869206686973090091333044357377036818653747342000259606605611755802755420415603876524453547791081955035765716695552582674245134898218393186732792280990427259491439619305146507130514681742288454910467611046495822365671975429925672482898464193624772856966121945452724271606580729668544902426711789652105932925063677,2,2
18824447036665325824778344328217412029387449379814687766275134557953601455575664864252793335335050918527393123047827660511384436350330806867464478363260668202030686138856190800539851893147489443419709614732621217555715725817008133010317913648946371367165240903098735017227924753206924730591051463109822768624182950061182223734081225969086259101518792027871733600422392504780057468764670521514855227306125691382508857175103707416063587626997322036633219884675035661083310091086475170972508449401370253916633262029251555679057277949019080458703623199472694897021133057549612298023651273281774508568358291790138119179881,2,2
22786518816162119760830298465299746096633849010924043129062742961676278910289965876362204180444278670163226283432115408363587229230729757165312466552557229281568426320617983618575040175021817766820274305367880294798952814212762105336590873477998255465402919974938625310177389465929401694560700511621575232988738926437693537730121093237460946362034181799502887126680557890636606719139607464623112936648685618176581909925568859540363318722262717992163618504354487884257533808394419495144322221996433014241374280182391391434123262100200180690528677349747206738138517317976115012844970894079740227005127763569812483969389,2,2
19344583120175793190853791343259236068360734917128971146889622824338347952347365617508051640658214351277851150779712057845196575639221649895784917295306362210886517575358211586839116660496063338332678879019026125847568287483203640396844138519551331059096896745224419881366368337764860488471232500106091789411910603225331412746540049488615257954205581558665687864279837410527639837195134142001874479784648139411187211962261241197819387560592559347150577794309632041963360740825692781196091393142292092482048059394515309773232104800346130979502815609283097976662117906011607310960762983641135060610182053695155995877041,2,2
23107777025132941667840791280452451169003418794785033406151616338135487135903420125420022963078883967131095689412381336075978846963532370891619289095119645183515301185653281809749398073207256858920801049611615729930377505773940797413628806762699840169932364305815897585312997385435057774148069119782055899503427344856308749927544659608168540564744100931482824551645345029657154480090222568914028563039716142880417369662027390491567613933713521212057842734775474054354553640274870872889524075362261955591222828619772807553134282257353395243614609480151552552685851343868349929623406671136535522768233762998503903323729,2,2
19350985868846113921020406671763520845892793420645966374089301497996056755963062045335659199975244072757427643299181047771200159264173092105683397990177256398611524483508790129433161666345355757138802246549461937768119785137803950605320554849619638658071810767141410403196765024504643323990496923289088997364090362744575960719578205651874296120181267769678752267795496643059530910434451599302240121356468352057604878724474231361780032344513964688167610713394767087979049481318397445966959818441849940765884081823441426863180279664764075257089284324244023818026052106193272105368474617061029947291157914298686131991387,2,2
23231004291410857050111812145479622587712830687367628868716732457932345698748754120735302443178405816440634689574253975318560873317381930241136686641485441517652385208831440321350769588328024246214722528323213872849279167758142587895758971967200856584825207518012795204800479584763869460045295918857285296568762984957993379255277785972493094320063051124183417881519920054922167530740903923763524827834332009176811943225023319491554134107580334149561985660655901497346339975098321918168994379897700079484659120705157372359007595582834599776734487691570617846068877453733570471940684726481584309936108722850640347216133,2,2
19465832635402836742274683113334883741508536130407603634273577377912862435173843657047640853370214872093944572319515846051031565854815529059768053417574742943551890714356703141367827373700638450887358433685607224090254903420013497351246024089592946815177327444763235565080655863569794606626762849074845939323235904010656192040879119879008295821022230785422221294804468076176433394816628979181054459799416779659461653033255807179119065552510851945796950895489104623201781369572703473678449785688656685264646582159962214210436813035616935484732535814799931373931340227560636783244067099220750103414638101975505127311259,2,2
28835024222732210130253578138937645453272751404952447011516315889837275402021293258310128840989664862719834294576583742671673768396007557719084905155333571354101407956684308784240465185137058865573424819568534164307814698200667795249207163888302004734339489288319719567464438947254844716081056631799076845452765986590806990688227666078591096947779859921589372839007568444465259477215427236293927683670697409168926009233830731176091279314694930362829164515331781617683624388900856363275585360007826169752985948263480129079053991950310596423304375035163191834919867724771911245799105336730819337622893208372454149402339,2,2
27562572203359376733049147589622588739190548768514568951971298608188624911745604041608057934071060335518038152921886525024036402617845160061848955969937825118286217441580150370664809400518801553221587233723118620173411968924862863439770692643310204175284448355350364638055229269386619605752261217622336931896228933293002426537135012981464333120108680111355489489785233467242225918450542126210176060707631694166367098059732377151488451363814181548626638541246209489467614387686417250312762839232056497216334566420640442091338164977110902979489196228947887816965650807549393221704301211719359460574168401393938030220527,2,2
29150979321798464559600339012826378811249544302138860409364565084437716410718812704187952515807593214512964495422381739281569724248885790773445480144969389572547744980688776068325011526929651117304878809797633514253415189784848887697840436919932234347613014657725384843999521505615062635471944235308324442928919273786013310179507176624607055598258707916737083609924317278374430741227592017051883846025407468642565491306668941718390959046993906446163382978274386897370031466410988396292090009458051936987453280144778513241127859354727396016403431676815170426668713447247150143350901518844712343038647064010169861308569,2,2
27646071679557011471716286864962626146640212836132006382351337745487457272076421345755176608681250299849032779728518874675099958041715815667727502417848257436236331140148955976249376939789456082842900902953358537019049238945869058345956247830119913042809317112590322402139885568463539801945034241193354071396970636646159267341600882783365806901544446437464558991858535069950785003702436251139931415699825629587611711118252560110183285314325744766547027563161548840578458923160777988783949365012178405906030489238758314127721299841476085430639826716732716373735522243516905662198409660297734689218920075698106772621309,2,2
24480262272086231342795338361593407195351925609938705591906279726593365056754666556924575040733188481454663567391524006771914669468594956777915197111667993394890702622338808469605839412217036055905836914779071639957696587865856589170890601558599204228951180964767738514141359646805984387588724075478585016781180356518754142390463942939860717726415662626517362461583143479513656201879200451355352283791583300627632331340106065157067590946772096447354641698725286643536849633540263591691455312192972543932267504491150055084769980840085435907760543408647580699615566053026457307908309369241137331349090003963408351759899,2,2
27857061929554011959327805804272787834488902628787359752488034326853362510289071373959846306220166669297268173536947144817040877306225820940314866896719218565344531826762351198140062502137915930294375607179319784405077004198513487965864168239811757514215377403992357133535045047575833845279470353504440563365833270132176841059725905177496431740140363039176126271256765001178918239722239419156639186896260750202763475140098388705090603965941033560572618573243194605406904375537806459923203046115239848257327758726274722727093602583849415584005327797583171878855184655626761097224970972700925045751824965597196199577667,2,2
